    S:oredict.crateGt64DustAbyssalOat.name=Ящик абиссального овса
    S:oredict.crateGt64DustPhosphorus.name=Ящик пыли (Phosphorus)
    S:oredict.crateGt64DustPigIron.name=Ящик пыли (Pig Iron)
    S:oredict.crateGt64DustPinalite.name=Ящик пыли (Pinalite)
    S:oredict.crateGt64DustPine.name=Ящик опилок (Pine)
    S:oredict.crateGt64DustPink.name=Ящик красителя (Pink)
    S:oredict.crateGt64DustPinkDiamond.name=Ящик пыли (Pink Diamond)
    S:oredict.crateGt64DustPinkFluorite.name=Ящик пыли (Pink Fluorite)
    S:oredict.crateGt64DustPinkIvory.name=Ящик опилок (Pink Ivory)
    S:oredict.crateGt64DustPinkschist.name=Ящик пыли (Pink Schist)
    S:oredict.crateGt64DustPistachio.name=Ящик молотых фисташек
    S:oredict.crateGt64DustPitchblende.name=Ящик настурана
    S:oredict.crateGt64DustPitstone.name=Ящик пыли (Pitstone)
    S:oredict.crateGt64DustPlastic.name=Ящик опилок (Plastic)
    S:oredict.crateGt64DustPlatinum.name=Ящик пыли (Platinum)
    S:oredict.crateGt64DustPlatinumGroupSludge.name=Ящик пыли (Platinum Group Sludge)
    S:oredict.crateGt64DustPlumwood.name=Ящик опилок (Plumwood)
    S:oredict.crateGt64DustPlutonium.name=Ящик пыли (Plutonium)
    S:oredict.crateGt64DustPlutonium238.name=Ящик пыли (Plutonium-238)
    S:oredict.crateGt64DustPlutonium239.name=Ящик пыли (Plutonium-239)
    S:oredict.crateGt64DustPlutonium240.name=Ящик пыли (Plutonium-240)
    S:oredict.crateGt64DustPlutonium241.name=Ящик пыли (Plutonium-241)
    S:oredict.crateGt64DustPlutonium243.name=Ящик пыли (Plutonium-243)
    S:oredict.crateGt64DustPollucite.name=Ящик пыли (Pollucite)
    S:oredict.crateGt64DustPolonium.name=Ящик пыли (Polonium)
    S:oredict.crateGt64DustPoplar.name=Ящик опилок (Poplar)
    S:oredict.crateGt64DustPorcelain.name=Ящик пыли (Porcelain)
    S:oredict.crateGt64DustPotassium.name=Ящик пыли (Potassium)
    S:oredict.crateGt64DustPotassiumAluminate.name=Ящик пыли (Potassium Aluminate)
    S:oredict.crateGt64DustPotassiumBisulfate.name=Ящик пыли (Potassium Bisulfate)
    S:oredict.crateGt64DustPotassiumCarbonate.name=Ящик пыли (Potassium Carbonate)
    S:oredict.crateGt64DustPotassiumFeldspar.name=Ящик пыли (Potassium Feldspar)
    S:oredict.crateGt64DustPotassiumFluoride.name=Ящик пыли (Potassium Fluoride)
    S:oredict.crateGt64DustPotassiumHeptafluorotantalate.name=Ящик пыли (Potassium Heptafluorotantalate)
    S:oredict.crateGt64DustPotassiumHydroxide.name=Ящик пыли (Potassium Hydroxide)
    S:oredict.crateGt64DustPotassiumNitrate.name=Ящик пыли (Potassium Nitrate)
    S:oredict.crateGt64DustPotassiumPersulfate.name=Ящик пыли (Potassium Persulfate)
    S:oredict.crateGt64DustPotassiumPyrosulfate.name=Ящик пыли (Potassium Pyrosulfate)
    S:oredict.crateGt64DustPotassiumSulfate.name=Ящик пыли (Potassium Sulfate)
    S:oredict.crateGt64DustPotassiumSulfide.name=Ящик пыли (Potassium Sulfide)
    S:oredict.crateGt64DustPotassiumSulfite.name=Ящик пыли (Potassium Sulfite)
    S:oredict.crateGt64DustPotato.name=Ящик молотого картофеля
    S:oredict.crateGt64DustPowellite.name=Ящик пыли (Powellite)
    S:oredict.crateGt64DustPraseodymium.name=Ящик пыли (Praseodymium)
    S:oredict.crateGt64DustPrismane.name=Ящик пыли (Prismane)
    S:oredict.crateGt64DustPrismarine.name=Ящик пыли (Light Prismarine)
    S:oredict.crateGt64DustPrismarineDark.name=Ящик пыли (Dark Prismarine)
    S:oredict.crateGt64DustPrometheum.name=Ящик пыли (Prometheum)
    S:oredict.crateGt64DustPromethium.name=Ящик пыли (Promethium)
    S:oredict.crateGt64DustProtactinium.name=Ящик пыли (Protactinium)
    S:oredict.crateGt64DustPulsatingIron.name=Ящик пыли (Pulsating Iron)
    S:oredict.crateGt64DustPumice.name=Ящик пыли (Pumice)
    S:oredict.crateGt64DustPurple.name=Ящик красителя (Purple)
    S:oredict.crateGt64DustPurpleAlloy.name=Ящик пыли (Purple Alloy)
    S:oredict.crateGt64DustPurpleSapphire.name=Ящик пыли (Purple Sapphire)
    S:oredict.crateGt64DustPurpleheart.name=Ящик опилок (Purpleheart)
    S:oredict.crateGt64DustPyrite.name=Ящик пыли (Pyrite)
    S:oredict.crateGt64DustPyrolusite.name=Ящик пыли (Pyrolusite)
    S:oredict.crateGt64DustPyrope.name=Ящик пыли (Pyrope)
    S:oredict.crateGt64DustPyrotheum.name=Ящик пыли (Pyrotheum)
    S:oredict.crateGt64DustQuartzBlack.name=Ящик пыли (Black Quartz)
    S:oredict.crateGt64DustQuartzSand.name=Ящик песка (Quartz)
    S:oredict.crateGt64DustQuartzite.name=Ящик пыли (Quartzite)
    S:oredict.crateGt64DustRadium.name=Ящик пыли (Radium)
    S:oredict.crateGt64DustRainbowEucalyptus.name=Ящик опилок (Rainbow Eucalyptus)
    S:oredict.crateGt64DustRainbowood.name=Ящик опилок (Rainbowood)
    S:oredict.crateGt64DustRainforestJasper.name=Ящик пыли (Rainforest Jasper)
    S:oredict.crateGt64DustRareEarth.name=Ящик РЗЭ
    S:oredict.crateGt64DustRealgar.name=Ящик пыли (Realgar)
    S:oredict.crateGt64DustRed.name=Ящик красителя (Red)
    S:oredict.crateGt64DustRedAlloy.name=Ящик пыли (Red Alloy)
    S:oredict.crateGt64DustRedAventurine.name=Ящик пыли (Red Aventurine)
    S:oredict.crateGt64DustRedFluorite.name=Ящик пыли (Red Fluorite)
    S:oredict.crateGt64DustRedJasper.name=Ящик пыли (Red Jasper)
    S:oredict.crateGt64DustRedMatter.name=Ящик пыли (Red Matter)
    S:oredict.crateGt64DustRedMeteor.name=Ящик пыли (Red Meteor)
    S:oredict.crateGt64DustRedPhosphorus.name=Ящик пыли (Red Phosphorus)
    S:oredict.crateGt64DustRedQuartz.name=Ящик пыли (Red Quartz)
    S:oredict.crateGt64DustRedSand.name=Ящик песка (Red)
    S:oredict.crateGt64DustRedSteel.name=Ящик пыли (Red Steel)
    S:oredict.crateGt64DustRedrock.name=Ящик пыли (Redrock)
    S:oredict.crateGt64DustRedstone.name=Ящик пыли (Redstone)
    S:oredict.crateGt64DustRedstoneAlloy.name=Ящик пыли (Redstone Alloy)
    S:oredict.crateGt64DustRedstonia.name=Ящик пыли (Redstonia)
    S:oredict.crateGt64DustRedwood.name=Ящик опилок (Redwood)
    S:oredict.crateGt64DustRhenium.name=Ящик пыли (Rhenium)
    S:oredict.crateGt64DustRhodium.name=Ящик пыли (Rhodium)
    S:oredict.crateGt64DustRhyolite.name=Ящик пыли (Rhyolite)
    S:oredict.crateGt64DustRice.name=Ящик риса
    S:oredict.crateGt64DustRockSalt.name=Ящик каменной соли
    S:oredict.crateGt64DustRoentgenium.name=Ящик пыли (Roentgenium)
    S:oredict.crateGt64DustRoseGold.name=Ящик пыли (Rose Gold)
    S:oredict.crateGt64DustRosewood.name=Ящик опилок (Rosewood)
    S:oredict.crateGt64DustRowan.name=Ящик опилок (Rowan)
    S:oredict.crateGt64DustRubber.name=Ящик опилок (Rubber)
    S:oredict.crateGt64DustRubidium.name=Ящик пыли (Rubidium)
    S:oredict.crateGt64DustRubracium.name=Ящик пыли (Rubracium)
    S:oredict.crateGt64DustRuby.name=Ящик пыли (Ruby)
    S:oredict.crateGt64DustRussellite.name=Ящик пыли (Russellite)
    S:oredict.crateGt64DustRuthenium.name=Ящик пыли (Ruthenium)
    S:oredict.crateGt64DustRutherfordium.name=Ящик пыли (Rutherfordium)
    S:oredict.crateGt64DustRutile.name=Ящик пыли (Rutile)
    S:oredict.crateGt64DustRye.name=Ящик рисовой муки
    S:oredict.crateGt64DustSacredOak.name=Ящик опилок (Sacred Oak)
    S:oredict.crateGt64DustSakura.name=Ящик опилок (Sakura)
    S:oredict.crateGt64DustSalt.name=Ящик соли
    S:oredict.crateGt64DustSamarium.name=Ящик пыли (Samarium)
    S:oredict.crateGt64DustSand.name=Ящик песка
    S:oredict.crateGt64DustSanguinite.name=Ящик пыли (Sanguinite)
    S:oredict.crateGt64DustSapphire.name=Ящик пыли (Sapphire)
    S:oredict.crateGt64DustScabyst.name=Ящик пыли (Scabyst)
    S:oredict.crateGt64DustScandium.name=Ящик пыли (Scandium)
    S:oredict.crateGt64DustScheelite.name=Ящик пыли (Scheelite)
    S:oredict.crateGt64DustSeaborgium.name=Ящик пыли (Seaborgium)
    S:oredict.crateGt64DustSelenium.name=Ящик пыли (Selenium)
    S:oredict.crateGt64DustSequoia.name=Ящик опилок (Sequoia)
    S:oredict.crateGt64DustShadowIron.name=Ящик пыли (Shadow Iron)
    S:oredict.crateGt64DustShadowSteel.name=Ящик пыли (Shadow Steel)
    S:oredict.crateGt64DustShale.name=Ящик пыли (Shale)
    S:oredict.crateGt64DustShimmerwood.name=Ящик опилок (Shimmerwood)
    S:oredict.crateGt64DustSignalum.name=Ящик пыли (Signalum)
    S:oredict.crateGt64DustSilicon.name=Ящик пыли (Silicon)
    S:oredict.crateGt64DustSiliconDioxide.name=Ящик пыли (Silicon Dioxide)
    S:oredict.crateGt64DustSiltstone.name=Ящик пыли (Siltstone)
    S:oredict.crateGt64DustSilver.name=Ящик пыли (Silver)
    S:oredict.crateGt64DustSilverIodide.name=Ящик пыли (Silver Iodide)
    S:oredict.crateGt64DustSilverPine.name=Ящик опилок (Silver Pine)
    S:oredict.crateGt64DustSilverwood.name=Ящик опилок (Silverwood)
    S:oredict.crateGt64DustSkyroot.name=Ящик опилок (Skyroot)
    S:oredict.crateGt64DustSlate.name=Ящик пыли (Slate)
    S:oredict.crateGt64DustSlimyBone.name=Ящик пыли (Slimy Bone)
    S:oredict.crateGt64DustSluiceSand.name=Ящик песка (Sluice)
    S:oredict.crateGt64DustSmithsonite.name=Ящик пыли (Smithsonite)
    S:oredict.crateGt64DustSmokeyQuartz.name=Ящик пыли (Smokey Quartz)
    S:oredict.crateGt64DustSnow.name=Ящик порошка (Snow)
    S:oredict.crateGt64DustSodalite.name=Ящик пыли (Sodalite)
    S:oredict.crateGt64DustSodium.name=Ящик пыли (Sodium)
    S:oredict.crateGt64DustSodiumAluminate.name=Ящик пыли (Sodium Aluminate)
    S:oredict.crateGt64DustSodiumBisulfate.name=Ящик пыли (Sodium Bisulfate)
    S:oredict.crateGt64DustSodiumCarbonate.name=Ящик пыли (Sodium Carbonate)
    S:oredict.crateGt64DustSodiumFluoride.name=Ящик пыли (Sodium Fluoride)
    S:oredict.crateGt64DustSodiumHydroxide.name=Ящик пыли (Sodium Hydroxide)
    S:oredict.crateGt64DustSodiumNitrate.name=Ящик пыли (Sodium Nitrate)
    S:oredict.crateGt64DustSodiumPersulfate.name=Ящик пыли (Sodium Persulfate)
    S:oredict.crateGt64DustSodiumPyrosulfate.name=Ящик пыли (Sodium Pyrosulfate)
    S:oredict.crateGt64DustSodiumSulfate.name=Ящик пыли (Sodium Sulfate)
    S:oredict.crateGt64DustSodiumSulfide.name=Ящик пыли (Sodium Sulfide)
    S:oredict.crateGt64DustSodiumSulfite.name=Ящик пыли (Sodium Sulfite)
    S:oredict.crateGt64DustSolderingAlloy.name=Ящик пыли (Soldering Alloy)
    S:oredict.crateGt64DustSoularium.name=Ящик пыли (Soularium)
    S:oredict.crateGt64DustSoulsand.name=Ящик песка душ
    S:oredict.crateGt64DustSoylentGreen.name=Ящик нежного изумрудно-зеленого
    S:oredict.crateGt64DustSpaceStone.name=Ящик пыли (Space)
    S:oredict.crateGt64DustSpectreIron.name=Ящик пыли (Spectre Iron)
    S:oredict.crateGt64DustSperrylite.name=Ящик пыли (Sperrylite)
    S:oredict.crateGt64DustSpessartine.name=Ящик пыли (Spessartine)
    S:oredict.crateGt64DustSphalerite.name=Ящик пыли (Sphalerite)
    S:oredict.crateGt64DustSpinel.name=Ящик пыли (Spinel)
    S:oredict.crateGt64DustSpodumene.name=Ящик пыли (Spodumene)
    S:oredict.crateGt64DustSpruce.name=Ящик опилок (Spruce)
    S:oredict.crateGt64DustStainlessSteel.name=Ящик пыли (Stainless Steel)
    S:oredict.crateGt64DustStannite.name=Ящик пыли (Stannite)
    S:oredict.crateGt64DustSteel.name=Ящик пыли (Steel)
    S:oredict.crateGt64DustSteelGalvanized.name=Ящик пыли (Galvanized Steel)
    S:oredict.crateGt64DustSteeleaf.name=Ящик опилок (Steeleaf)
    S:oredict.crateGt64DustStellarAlloy.name=Ящик пыли (Stellar Alloy)
    S:oredict.crateGt64DustSterlingSilver.name=Ящик пыли (Sterling Silver)
    S:oredict.crateGt64DustStibnite.name=Ящик пыли (Stibnite)
    S:oredict.crateGt64DustStolzite.name=Ящик пыли (Stolzite)
    S:oredict.crateGt64DustStone.name=Ящик пыли (Stone)
    S:oredict.crateGt64DustStrontium.name=Ящик пыли (Strontium)
    S:oredict.crateGt64DustSugar.name=Ящик пыли (Sugar)
    S:oredict.crateGt64DustSugilite.name=Ящик пыли (Sugilite)
    S:oredict.crateGt64DustSulfur.name=Ящик пыли (Sulfur)
    S:oredict.crateGt64DustSunnarium.name=Ящик пыли (Sunnarium)
    S:oredict.crateGt64DustSunnyQuartz.name=Ящик пыли (Sunny Quartz)
    S:oredict.crateGt64DustSunstone.name=Ящик пыли (Sunstone)
    S:oredict.crateGt64DustSweetgum.name=Ящик опилок (Sweetgum)
    S:oredict.crateGt64DustSycamore.name=Ящик опилок (Sycamore)
    S:oredict.crateGt64DustSyrmorite.name=Ящик пыли (Syrmorite)
    S:oredict.crateGt64DustSyzgium.name=Ящик опилок (Syzgium)
    S:oredict.crateGt64DustTalc.name=Ящик пыли (Talc)
    S:oredict.crateGt64DustTallow.name=Ящик волшебного жира
    S:oredict.crateGt64DustTantalite.name=Ящик пыли (Tantalite)
    S:oredict.crateGt64DustTantalum.name=Ящик пыли (Tantalum)
    S:oredict.crateGt64DustTantalumHafniumCarbide.name=Ящик пыли (Tantalum Hafnium Carbide)
    S:oredict.crateGt64DustTantalumPentoxide.name=Ящик пыли (Tantalum Pentoxide)
    S:oredict.crateGt64DustTanzanite.name=Ящик пыли (Tanzanite)
    S:oredict.crateGt64DustTartarite.name=Ящик пыли (Tartarite)
    S:oredict.crateGt64DustTea.name=Ящик порошка (Tea)
    S:oredict.crateGt64DustTeak.name=Ящик опилок (Teak)
    S:oredict.crateGt64DustTechnetium.name=Ящик пыли (Technetium)
    S:oredict.crateGt64DustTellurium.name=Ящик пыли (Tellurium)
    S:oredict.crateGt64DustTerbium.name=Ящик пыли (Terbium)
    S:oredict.crateGt64DustTerrasteel.name=Ящик пыли (Terrasteel)
    S:oredict.crateGt64DustTetrahedrite.name=Ящик пыли (Tetrahedrite)
    S:oredict.crateGt64DustThallium.name=Ящик пыли (Thallium)
    S:oredict.crateGt64DustThaumium.name=Ящик пыли (Thaumium)
    S:oredict.crateGt64DustThorium.name=Ящик пыли (Thorium)
    S:oredict.crateGt64DustThorntree.name=Ящик опилок (Thorntree)
    S:oredict.crateGt64DustThulium.name=Ящик пыли (Thulium)
    S:oredict.crateGt64DustTigerEye.name=Ящик пыли (Tiger Eye)
    S:oredict.crateGt64DustTigerIron.name=Ящик пыли (Tiger Iron)
    S:oredict.crateGt64DustTin.name=Ящик пыли (Tin)
    S:oredict.crateGt64DustTinAlloy.name=Ящик пыли (Tin Alloy)
    S:oredict.crateGt64DustTitanium.name=Ящик пыли (Titanium)
    S:oredict.crateGt64DustTitaniumAluminide.name=Ящик пыли (Titanium Aluminide)
    S:oredict.crateGt64DustTitaniumGold.name=Ящик пыли (Titanium-Gold)
    S:oredict.crateGt64DustTitaniumIridium.name=Ящик пыли (Iritanium)
    S:oredict.crateGt64DustTofu.name=Ящик нежного тофу
    S:oredict.crateGt64DustTopaz.name=Ящик пыли (Topaz)
    S:oredict.crateGt64DustTowerwood.name=Ящик опилок (Towerwood)
    S:oredict.crateGt64DustTrinaquadalloy.name=Ящик пыли (Trinaquadalloy)
    S:oredict.crateGt64DustTrinitanium.name=Ящик пыли (Trinitanium)
    S:oredict.crateGt64DustTrinium.name=Ящик пыли (Trinium)
    S:oredict.crateGt64DustTritanium.name=Ящик пыли (Tritanium Alloy)
    S:oredict.crateGt64DustTritaniumDioxide.name=Ящик пыли (Tritanium Dioxide)
    S:oredict.crateGt64DustTritaniumElemental.name=Ящик пыли (Elemental Tritanium)
    S:oredict.crateGt64DustTritaniumHexaastatide.name=Ящик пыли (Tritanium Hexaastatide)
    S:oredict.crateGt64DustTritaniumHexabromide.name=Ящик пыли (Tritanium Hexabromide)
    S:oredict.crateGt64DustTritaniumHexachloride.name=Ящик пыли (Tritanium Hexachloride)
    S:oredict.crateGt64DustTritaniumHexafluoride.name=Ящик пыли (Tritanium Hexafluoride)
    S:oredict.crateGt64DustTritaniumHexaiodide.name=Ящик пыли (Tritanium Hexaiodide)
    S:oredict.crateGt64DustTrona.name=Ящик пыли (Trona)
    S:oredict.crateGt64DustTungstate.name=Ящик пыли (Tungstate)
    S:oredict.crateGt64DustTungsten.name=Ящик пыли (Tungsten)
    S:oredict.crateGt64DustTungstenCarbide.name=Ящик пыли (Tungsten Carbide)
    S:oredict.crateGt64DustTungstenTrioxide.name=Ящик пыли (Tungsten Trioxide)
    S:oredict.crateGt64DustTungstensteel.name=Ящик пыли (Tungstensteel)
    S:oredict.crateGt64DustTungsticAcid.name=Ящик пыли (Tungstic Acid)
    S:oredict.crateGt64DustUltimet.name=Ящик пыли (Ultimet)
    S:oredict.crateGt64DustUmber.name=Ящик пыли (Umberstone)
    S:oredict.crateGt64DustUnbinilium.name=Ящик пыли (Unbinilium)
    S:oredict.crateGt64DustUnstable.name=Ящик пыли (Unstable)
    S:oredict.crateGt64DustUnunennium.name=Ящик пыли (Ununennium)
    S:oredict.crateGt64DustUraninite.name=Ящик пыли (Uraninite)
    S:oredict.crateGt64DustUranium.name=Ящик пыли (Uranium)
    S:oredict.crateGt64DustUranium233.name=Ящик пыли (Uranium-233)
    S:oredict.crateGt64DustUranium235.name=Ящик пыли (Uranium-235)
    S:oredict.crateGt64DustUranium235Tetrafluoride.name=Ящик пыли (Uranium-235 Tetrafluoride)
    S:oredict.crateGt64DustUranium238Tetrafluoride.name=Ящик пыли (Uranium-238 Tetrafluoride)
    S:oredict.crateGt64DustUraniumTetrafluoride.name=Ящик пыли (Uranium Tetrafluoride)
    S:oredict.crateGt64DustUvarovite.name=Ящик пыли (Uvarovite)
    S:oredict.crateGt64DustValonite.name=Ящик пыли (Valonite)
    S:oredict.crateGt64DustVanadium.name=Ящик пыли (Vanadium)
    S:oredict.crateGt64DustVanadiumGallium.name=Ящик пыли (Vanadium-Gallium)
    S:oredict.crateGt64DustVanadiumMagnetite.name=Ящик пыли (Vanadium Magnetite)
    S:oredict.crateGt64DustVanadiumPentoxide.name=Ящик пыли (Vanadium Pentoxide)
    S:oredict.crateGt64DustVanadiumSteel.name=Ящик пыли (Vanadiumsteel)
    S:oredict.crateGt64DustVanilla.name=Ящик ванили
    S:oredict.crateGt64DustVermiculite.name=Ящик вермикулита
    S:oredict.crateGt64DustVibramantium.name=Ящик пыли (Vibramantium)
    S:oredict.crateGt64DustVibranium.name=Ящик пыли (Vibranium)
    S:oredict.crateGt64DustVibraniumSilver.name=Ящик пыли (Vibranium Silver)
    S:oredict.crateGt64DustVibraniumSteel.name=Ящик пыли (Vibranium Steel)
    S:oredict.crateGt64DustVibrantAlloy.name=Ящик пыли (Vibrant Alloy)
    S:oredict.crateGt64DustVinteum.name=Ящик пыли (Vinteum)
    S:oredict.crateGt64DustVinteumPurified.name=Ящик пыли (Purified Vinteum)
    S:oredict.crateGt64DustVividAlloy.name=Ящик пыли (Vivid Alloy)
    S:oredict.crateGt64DustVoidCrystal.name=Ящик пыли (Void)
    S:oredict.crateGt64DustVoidMetal.name=Ящик пыли (Void Metal)
    S:oredict.crateGt64DustVoidQuartz.name=Ящик пыли (Void Quartz)
    S:oredict.crateGt64DustVolcanicAshes.name=Ящик вулканического пепла
    S:oredict.crateGt64DustVulcanite.name=Ящик пыли (Vulcanite)
    S:oredict.crateGt64DustVyroxeres.name=Ящик пыли (Vyroxeres)
    S:oredict.crateGt64DustWalnutwood.name=Ящик опилок (Walnutwood)
    S:oredict.crateGt64DustWarpedwood.name=Ящик опилок (Warped Wood)
    S:oredict.crateGt64DustWax.name=Ящик воска
    S:oredict.crateGt64DustWaxAmnesic.name=Ящик воска (Amnesic)
    S:oredict.crateGt64DustWaxBee.name=Ящик воска (Bees)
    S:oredict.crateGt64DustWaxMagic.name=Ящик воска (Magic)
    S:oredict.crateGt64DustWaxParaffin.name=Ящик воска (Paraffin)
    S:oredict.crateGt64DustWaxPlant.name=Ящик воска (Plant)
    S:oredict.crateGt64DustWaxRefractory.name=Ящик воска (Refractory)
    S:oredict.crateGt64DustWaxSoulful.name=Ящик воска (Soulful)
    S:oredict.crateGt64DustWeedwood.name=Ящик опилок (Weedwood)
    S:oredict.crateGt64DustWenge.name=Ящик опилок (Wenge)
    S:oredict.crateGt64DustWheat.name=Ящик муки
    S:oredict.crateGt64DustWhite.name=Ящик красителя (White)
    S:oredict.crateGt64DustWhiteCedar.name=Ящик опилок (White Cedar)
    S:oredict.crateGt64DustWhiteElm.name=Ящик опилок (White Elm)
    S:oredict.crateGt64DustWhiteFluorite.name=Ящик пыли (White Fluorite)
    S:oredict.crateGt64DustWhitePhosphorus.name=Ящик пыли (White Phosphorus)
    S:oredict.crateGt64DustWhitebeam.name=Ящик опилок (Whitebeam)
    S:oredict.crateGt64DustWillow.name=Ящик опилок (Willow)
    S:oredict.crateGt64DustWitchwood.name=Ящик опилок (Witchwood)
    S:oredict.crateGt64DustWolframite.name=Ящик пыли (Wolframite)
    S:oredict.crateGt64DustWollastonite.name=Ящик пыли (Wollastonite)
    S:oredict.crateGt64DustWood.name=Ящик опилок (Wood)
    S:oredict.crateGt64DustWoodBleached.name=Ящик опилок (Bleached Wood)
    S:oredict.crateGt64DustWoodCompressed.name=Ящик опилок (Compressed Wood)
    S:oredict.crateGt64DustWoodDead.name=Ящик опилок (Dead Wood)
    S:oredict.crateGt64DustWoodFrozen.name=Ящик опилок (Frozen Wood)
    S:oredict.crateGt64DustWoodMossy.name=Ящик опилок (Mossy Wood)
    S:oredict.crateGt64DustWoodPolished.name=Ящик опилок (Polished Wood)
    S:oredict.crateGt64DustWoodRotten.name=Ящик опилок (Rotten Wood)
    S:oredict.crateGt64DustWoodRubber.name=Ящик опилок (Rubber Wood)
    S:oredict.crateGt64DustWoodScorched.name=Ящик опилок (Scorched Wood)
    S:oredict.crateGt64DustWoodTainted.name=Ящик опилок (Tainted Wood)
    S:oredict.crateGt64DustWoodTreated.name=Ящик опилок (Treated Wood)
    S:oredict.crateGt64DustWoodVarnished.name=Ящик опилок (Varnished Wood)
    S:oredict.crateGt64DustWorkersAlloy.name=Ящик пыли (Workers Alloy)
    S:oredict.crateGt64DustWulfenite.name=Ящик пыли (Wulfenite)
    S:oredict.crateGt64DustWyvernwood.name=Ящик опилок (Wyvernwood)
    S:oredict.crateGt64DustYellorite.name=Ящик пыли (Yellorite)
    S:oredict.crateGt64DustYellorium.name=Ящик пыли (Yellorium)
    S:oredict.crateGt64DustYellow.name=Ящик красителя (Yellow)
    S:oredict.crateGt64DustYellowAventurine.name=Ящик пыли (Yellow Aventurine)
    S:oredict.crateGt64DustYellowFluorite.name=Ящик пыли (Yellow Fluorite)
    S:oredict.crateGt64DustYellowJasper.name=Ящик пыли (Yellow Jasper)
    S:oredict.crateGt64DustYellowLimonite.name=Ящик пыли (Yellow Limonite)
    S:oredict.crateGt64DustYellowSapphire.name=Ящик пыли (Yellow Sapphire)
    S:oredict.crateGt64DustYew.name=Ящик опилок (Yew)
    S:oredict.crateGt64DustYtterbium.name=Ящик пыли (Ytterbium)
    S:oredict.crateGt64DustYttrium.name=Ящик пыли (Yttrium)
    S:oredict.crateGt64DustYttriumBariumCuprate.name=Ящик пыли (Yttrium-Barium-Cuprate)
    S:oredict.crateGt64DustZanite.name=Ящик пыли (Zanite)
    S:oredict.crateGt64DustZebrawood.name=Ящик опилок (Zebrawood)
    S:oredict.crateGt64DustZeolite.name=Ящик пыли (Zeolite)
    S:oredict.crateGt64DustZinc.name=Ящик пыли (Zinc)
    S:oredict.crateGt64DustZircon.name=Ящик пыли (Zircon)
    S:oredict.crateGt64DustZirconium.name=Ящик пыли (Zirconium)
